OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT_0
2020,15.3889200000,-12.5120300000,5.6808780000,42932.7400000000,1.0698620000,255.3567000000,2.1015940000,281831.5000000000,0.0927072000,0.1967257000,1.0840550000,0.0211445000,4.0890000000,0.9979840000,0.7690405000,0.6500000000,1707948.0000000000,26274.3700000000,26274.3700000000,203690.6000000000,203690.6000000000,357818.0000000000,357818.0000000000,23037.8600000000,30.7957900000,0.0341637000,0.3136536000,-7244.9970000000,-7245.0030000000,-1.2315420000,-1.2315420000,68198.1700000000,361438.4000000000,0.5120000000,5901885.0000000000,3688239.0000000000,59.0996300000,34.3996000000,3.7503520000,137847.7000000000,-428458.7000000000,-6.8655370000,-6.8655190000,189175.8000000000,85741.0000000000,0.0125783000,1.3597100000,19.5413400000,1.1676830000,471298.8000000000,4.0000000000,4.0000000000,1153519.0000000000,541452.9000000000,0.1199021000,1624818.0000000000,16098750.0000000000,14797270.0000000000,0.4665951000,56543.3600000000,0.3100000000,55259.8200000000,26460.8400000000,57.7441000000,0.8426080000,7.6475000000,1.0162940000,284.5712000000,6555913.0000000000,297.3053000000,6450816.0000000000,368067.5000000000,614250.0000000000,0.9772651000,0.0358101000,0.0279885000,4.6855420000,3867315.0000000000,7.3311040000,7.3460430000,29.1823500000,6.8589160000,97338.5800000000,67105.1700000000,18.5946600000,318.1038000000,3040018.0000000000,0.6964873000,1.0494760000,14.8527800000,382059.4000000000,1279489.0000000000,5000.0000000000,3039162.0000000000,-198244.8000000000,0.6299424000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,115330.2000000000,0.0322801000,3.6304590000,-0.0009285260,0.0547453000,2.2700000000,2.2366180000,6.3506760000,1224.8130000000,1.0024310000,1.0112300000,295.8882000000,6816627.0000000000,295.1713000000,6404499.0000000000,11.4783600000,1.1126270000,270.8897000000,6240721.0000000000,258.5087000000,5609010.0000000000,250.8971000000,5443856.0000000000,33129.7800000000,151.4786000000,80530.4900000000,558.7260000000,137.4454000000,1.1705260000,47.9912000000,21698.8200000000,21596.5600000000,173.7273000000,71.3316700000,8.0278490000,7.8084290000,42.2984600000,7794799.0000000000,5083544.0000000000,0.0669405000,96.0747800000,15.6087800000,22520.8600000000,22184.7100000000,85410.6600000000,81118.6300000000,84863.1200000000,2.0000000000,0.3700000000
2021,30.0924400000,-11.8692100000,10.6689600000,45723.3600000000,1.0912590000,265.7115000000,2.1832600000,301157.2000000000,0.0927072000,0.1967257000,1.1057360000,0.0216842000,4.2364680000,0.9540777000,0.7844214000,0.6500000000,1743003.0000000000,27713.0300000000,27712.9100000000,214843.4000000000,214842.9000000000,382495.2000000000,382493.7000000000,23623.6600000000,30.7957900000,0.0341637000,0.3257073000,-7730.4660000000,-7730.4720000000,-1.2315420000,-1.2315420000,71604.0800000000,379634.3000000000,0.5120000000,6292152.0000000000,4052762.0000000000,60.8231800000,34.3995900000,3.7196450000,155231.5000000000,-399614.2000000000,-5.9973510000,-5.9973630000,173650.3000000000,99802.1600000000,0.0125783000,1.3057330000,19.1547000000,1.2130280000,513972.7000000000,3.9000000000,3.6929380000,1120831.0000000000,573111.6000000000,0.1199021000,1634804.0000000000,17384470.0000000000,15376070.0000000000,0.4665951000,56822.7600000000,0.2768610000,55523.1600000000,26586.9100000000,15.0369500000,0.8426080000,7.4939690000,1.0792810000,312.1179000000,7373361.0000000000,314.8620000000,6831753.0000000000,314843.2000000000,647882.9000000000,1.0049900000,0.0358101000,0.0279885000,4.8424820000,3940421.0000000000,8.5992760000,7.7372350000,28.9829900000,10.7015700000,98168.8300000000,67436.7600000000,20.5366900000,318.1038000000,3248476.0000000000,0.7225116000,1.0196340000,14.8528100000,430117.1000000000,1343388.0000000000,8130.0000000000,3152796.0000000000,-192627.1000000000,0.6299427000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,123660.1000000000,0.0322801000,3.6358560000,0.0025174100,0.0547453000,2.2871710000,2.2535350000,6.3511760000,1328.2810000000,1.0347160000,1.0314550000,335.8723000000,7934529.0000000000,324.6040000000,7043116.0000000000,11.5809600000,1.1154360000,282.0554000000,6663184.0000000000,275.3123000000,5973595.0000000000,263.9668000000,5727438.0000000000,33728.6700000000,155.9566000000,85410.6500000000,567.5495000000,138.8919000000,1.2113510000,1.7662570000,24750.3000000000,23472.2600000000,175.0413000000,73.7208800000,9.7485110000,8.2242430000,65.9956200000,7874966.0000000000,5132531.0000000000,0.0739318000,97.6599400000,15.6231300000,25430.2000000000,23871.6000000000,93766.8100000000,85810.0000000000,87202.0000000000,2.0000000000,0.0629378000
2022,29.2636200000,-11.0053100000,9.4466670000,49015.4400000000,1.1130840000,277.6033000000,2.2708060000,337108.5000000000,0.0927072000,0.1967257000,1.1278510000,0.0223435000,4.4076190000,0.9340107000,0.7998022000,0.6500000000,1944486.0000000000,30768.9700000000,30769.0300000000,238534.6000000000,238535.1000000000,430155.3000000000,430155.8000000000,24105.4600000000,30.7957900000,0.0341637000,0.3389057000,-8241.1600000000,-8241.1720000000,-1.2315420000,-1.2315420000,81688.9400000000,400967.6000000000,0.5120000000,6748359.0000000000,4481612.0000000000,60.0164800000,34.3995600000,3.7219710000,173208.1000000000,-411892.4000000000,-5.5159390000,-5.5159450000,223444.6000000000,113829.6000000000,0.0125783000,0.9467127000,16.3068800000,1.2607860000,553186.6000000000,3.8050000000,3.7162560000,1249159.0000000000,650218.8000000000,0.1199021000,1802346.0000000000,18798380.0000000000,15907200.0000000000,0.4665951000,57072.4600000000,0.2790741000,55757.4400000000,26699.0800000000,0.0000000000,0.8426080000,7.5056160000,1.1235680000,354.3759000000,8542391.0000000000,350.4029000000,7602903.0000000000,352492.0000000000,719328.6000000000,1.0462110000,0.0358101000,0.0279885000,5.0793100000,4301240.0000000000,8.9417750000,7.9655700000,28.7805400000,10.9850900000,98953.5400000000,67733.1100000000,21.2677500000,318.1026000000,3636271.0000000000,0.7516928000,1.0150500000,14.8529000000,463364.7000000000,1532594.0000000000,1000.0000000000,3276605.0000000000,-214681.5000000000,0.6299422000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,133539.9000000000,0.0322801000,3.6477760000,0.0055625800,0.0547453000,2.3041820000,2.2702970000,6.5413790000,1420.3870000000,1.0555980000,1.0520900000,375.4227000000,9049723.0000000000,355.6493000000,7716725.0000000000,12.4120300000,1.1660930000,309.7771000000,7467310.0000000000,295.1348000000,6403694.0000000000,280.3449000000,6082802.0000000000,34474.6900000000,160.6520000000,88988.8500000000,578.6053000000,140.6508000000,1.2507440000,0.0000000000,26945.7500000000,25041.5300000000,177.9640000000,77.3262900000,10.0892900000,8.4669460000,67.7441200000,7953953.0000000000,5180682.0000000000,0.0765637000,99.3382500000,15.6405000000,27605.0500000000,25392.3200000000,99650.8600000000,89339.6400000000,89838.2900000000,2.0000000000,0.0862558000
2023,23.2446300000,-9.9224010000,6.8310330000,52422.0200000000,1.1353460000,290.5581000000,2.3663050000,376313.4000000000,0.0927072000,0.1967257000,1.1504080000,0.0230218000,4.5940470000,0.9141225000,0.8151830000,0.6500000000,2173054.0000000000,34307.7800000000,34307.7800000000,265969.1000000000,265969.1000000000,485582.2000000000,485582.2000000000,24553.9900000000,30.7957900000,0.0341637000,0.3532888000,-8786.2620000000,-8786.2640000000,-1.2315420000,-1.2315420000,93024.0800000000,425420.2000000000,0.5120000000,7211709.0000000000,4953678.0000000000,59.2882300000,34.3994900000,3.7228520000,192907.2000000000,-427797.8000000000,-5.1201160000,-5.1201160000,262292.2000000000,126596.6000000000,0.0125783000,0.6501005000,13.4435700000,1.3112170000,592481.9000000000,3.7147500000,3.7250000000,1417613.0000000000,745344.6000000000,0.1199021000,2010095.0000000000,20375700.0000000000,16415120.0000000000,0.4665951000,57296.1600000000,0.2811754000,55966.2300000000,26799.0900000000,0.0000000000,0.8426080000,7.5099940000,1.1677660000,396.7388000000,9741534.0000000000,384.4683000000,8342041.0000000000,392232.4000000000,802059.1000000000,1.0909300000,0.0358101000,0.0279885000,5.2991720000,4740854.0000000000,9.2678900000,8.1696300000,28.5754000000,11.3113800000,99698.6300000000,67998.5900000000,21.9099700000,318.1038000000,4059160.0000000000,0.7835203000,1.0103390000,14.8531200000,491173.7000000000,1745256.0000000000,1000.0000000000,3528846.0000000000,-243631.4000000000,0.6299408000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,149468.5000000000,0.0322801000,3.6651810000,0.0081204700,0.0547453000,2.3211160000,2.2869810000,6.7204340000,1472.2740000000,1.0769950000,1.0731320000,409.9023000000,10064740.0000000000,380.5982000000,8258054.0000000000,13.4207600000,1.2199650000,340.2802000000,8355243.0000000000,315.6460000000,6848751.0000000000,298.7840000000,6482887.0000000000,35259.4900000000,165.4769000000,91560.0200000000,590.2848000000,142.6311000000,1.2903570000,0.0000000000,28628.3200000000,26071.0700000000,181.0908000000,80.6733900000,10.4178500000,8.6838540000,69.7562900000,8031800.0000000000,5228025.0000000000,0.0788757000,101.0861000000,15.6592400000,29399.0700000000,26494.6000000000,104910.3000000000,91983.5300000000,92649.4000000000,2.0000000000,0.0950000000
2024,24.6880400000,-8.9196560000,6.5888630000,55997.8800000000,1.1580530000,304.4393000000,2.4686610000,422073.0000000000,0.0927072000,0.1967257000,1.1734160000,0.0236448000,4.7938010000,0.8966849000,0.8305638000,0.6500000000,2434551.0000000000,38415.5400000000,38415.4800000000,297814.4000000000,297813.9000000000,550263.4000000000,550262.9000000000,24997.3300000000,30.7957900000,0.0341637000,0.3686951000,-9372.2340000000,-9372.2420000000,-1.2315420000,-1.2315420000,106375.4000000000,452642.1000000000,0.5120000000,7695719.0000000000,5442928.0000000000,58.1116400000,34.3994000000,3.7238870000,213199.4000000000,-438805.1000000000,-4.6849180000,-4.6849300000,338619.7000000000,138983.4000000000,0.0125783000,0.4963139000,11.6671900000,1.3636660000,633371.3000000000,3.6290120000,3.7354170000,1526267.0000000000,831065.9000000000,0.1199021000,2159639.0000000000,22053560.0000000000,16919080.0000000000,0.4665951000,57499.8000000000,0.2831932000,56155.5300000000,26889.7400000000,0.0000000000,0.8426080000,7.5151960000,1.2130050000,429.2265000000,10729550.0000000000,407.6664000000,8845383.0000000000,436773.3000000000,898091.0000000000,1.1388160000,0.0358101000,0.0279885000,5.5197500000,5082794.0000000000,9.5945700000,8.3779200000,28.3673700000,11.6397100000,100414.1000000000,68240.2700000000,22.5465000000,318.1026000000,4552752.0000000000,0.8176266000,1.0072200000,14.8534000000,520071.3000000000,1995745.0000000000,1000.0000000000,3791614.0000000000,-262306.4000000000,0.6299391000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,166995.4000000000,0.0322801000,3.6870910000,0.0102226000,0.0547453000,2.3378470000,2.3034660000,6.8893270000,1528.1610000000,1.0988060000,1.0945890000,442.0292000000,11049560.0000000000,402.2819000000,8728539.0000000000,14.1706000000,1.2802630000,374.6930000000,9366329.0000000000,337.1772000000,7315925.0000000000,318.8005000000,6917195.0000000000,35996.0000000000,170.2242000000,94153.5500000000,600.9862000000,144.3016000000,1.3313440000,0.0000000000,30294.6000000000,27032.5800000000,183.8732000000,84.0314500000,10.7482000000,8.9052570000,71.7810400000,8108605.0000000000,5274625.0000000000,0.0811672000,102.5870000000,15.6785800000,31110.2400000000,27474.2800000000,110233.8000000000,94595.2600000000,95601.9300000000,2.0000000000,0.1054167000
2025,26.3259500000,-8.0529230000,6.4032890000,59710.5400000000,1.1812140000,320.2492000000,2.5852220000,471583.6000000000,0.0927072000,0.1967257000,1.1968780000,0.0243495000,5.0213240000,0.8820078000,0.8459446000,0.6500000000,2711194.0000000000,42916.2100000000,42916.2100000000,332705.5000000000,332705.5000000000,621939.7000000000,621939.7000000000,25442.7000000000,30.7957900000,0.0341637000,0.3862427000,-10034.5900000000,-10034.5900000000,-1.2315420000,-1.2315420000,121159.4000000000,482207.5000000000,0.5120000000,8199658.0000000000,5954279.0000000000,56.9227300000,34.3993000000,3.7634770000,233271.1000000000,-438081.8000000000,-4.1880450000,-4.1880570000,426282.2000000000,152627.6000000000,0.0125783000,0.3810607000,10.1321100000,1.4182120000,676332.9000000000,3.5475620000,4.1312500000,1634011.0000000000,923803.5000000000,0.1199021000,2310344.0000000000,23826910.0000000000,17433750.0000000000,0.4665951000,57687.5800000000,0.2851469000,56329.3500000000,26972.9500000000,0.0000000000,0.8426080000,7.7131250000,1.2597030000,464.1273000000,11808620.0000000000,432.0356000000,9374135.0000000000,477055.9000000000,1003313.0000000000,1.1933710000,0.0358101000,0.0279885000,5.7541620000,5432653.0000000000,9.9355910000,8.5895500000,28.1578400000,11.9768000000,101106.8000000000,68463.0600000000,23.1877000000,318.1044000000,5086812.0000000000,0.8564833000,1.0066360000,14.8537100000,549038.2000000000,2273112.0000000000,1000.0000000000,4076419.0000000000,-280823.0000000000,0.6299372000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,186687.5000000000,0.0322801000,3.7127030000,0.0119509000,0.0547453000,2.3544270000,2.3198030000,7.2749350000,1585.8690000000,1.1210560000,1.1164800000,476.9265000000,12134310.0000000000,425.4267000000,9230724.0000000000,14.9259300000,1.3408920000,411.1321000000,10460260.0000000000,359.5326000000,7800970.0000000000,340.0474000000,7378202.0000000000,36847.8500000000,175.3862000000,96797.2300000000,613.6380000000,146.5018000000,1.3733150000,0.0000000000,32053.9700000000,28026.3600000000,187.3306000000,87.6000800000,11.0900900000,9.1302070000,73.8599400000,8184437.0000000000,5320529.0000000000,0.0834754000,104.4195000000,15.6984200000,32908.7100000000,28480.1600000000,115345.1000000000,97251.0400000000,98708.6900000000,2.0000000000,0.5012500000
2026,28.3379700000,-7.2753080000,6.2852140000,63657.4100000000,1.2048380000,336.9924000000,2.7087110000,526661.0000000000,0.0927072000,0.1967257000,1.2208160000,0.0250578000,5.2622630000,0.8683395000,0.8613254000,0.6500000000,3017043.0000000000,47914.9100000000,47915.0900000000,371457.4000000000,371458.9000000000,701347.9000000000,701350.4000000000,25895.9900000000,30.7957900000,0.0341637000,0.4048217000,-10747.3600000000,-10747.3600000000,-1.2315420000,-1.2315420000,137327.2000000000,513958.7000000000,0.5120000000,8735615.0000000000,6475625.0000000000,55.4625700000,34.3992200000,3.8124290000,254917.6000000000,-440600.5000000000,-3.7736690000,-3.7736570000,520925.0000000000,167701.8000000000,0.0125783000,0.2923356000,8.7758130000,1.4749410000,721716.0000000000,3.4701840000,4.6208330000,1744925.0000000000,1025395.0000000000,0.1199021000,2466641.0000000000,25696500.0000000000,17974180.0000000000,0.4665951000,57925.1900000000,0.2870416000,56551.8800000000,27079.5000000000,0.0000000000,0.8426080000,7.9579110000,1.3082190000,501.6054000000,12989620.0000000000,457.6192000000,9929237.0000000000,521229.9000000000,1120172.0000000000,1.2510960000,0.0358101000,0.0279885000,5.9894720000,5798157.0000000000,10.2814500000,8.8099790000,27.9454300000,12.3271800000,101778.6000000000,68745.0500000000,23.8440200000,318.1032000000,5680909.0000000000,0.8976320000,1.0067730000,14.8539800000,579086.1000000000,2576443.0000000000,1000.0000000000,4371476.0000000000,-299884.1000000000,0.6299355000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,208175.7000000000,0.0322801000,3.7413670000,0.0133731000,0.0547453000,2.3708020000,2.3359370000,7.7080740000,1645.5130000000,1.1437670000,1.1388160000,514.8571000000,13332740.0000000000,450.1416000000,9766979.0000000000,15.7051100000,1.4039000000,450.8674000000,11675690.0000000000,383.2971000000,8316615.0000000000,362.6175000000,7867917.0000000000,37724.2300000000,180.6005000000,99486.5300000000,626.7139000000,148.8401000000,1.4161320000,0.0000000000,33914.5900000000,29055.2200000000,190.9592000000,91.1823900000,11.4401100000,9.3645100000,76.0207400000,8259277.0000000000,5364223.0000000000,0.0858382000,106.3141000000,15.7186900000,34800.6600000000,29513.9400000000,120536.3000000000,99945.3100000000,101940.5000000000,2.0000000000,0.9908333000
2027,33.2192300000,-6.6133900000,6.7547920000,68093.0300000000,1.2289350000,352.8589000000,2.8256990000,582980.8000000000,0.0927072000,0.1967257000,1.2452320000,0.0257209000,5.4906090000,0.8590104000,0.8767062000,0.6500000000,3304209.0000000000,52375.1100000000,52375.3900000000,406035.4000000000,406037.3000000000,774094.7000000000,774098.2000000000,26257.6800000000,30.7957900000,0.0341637000,0.4224343000,-11410.5900000000,-11410.6500000000,-1.2315420000,-1.2315420000,145554.3000000000,543514.9000000000,0.5120000000,9329093.0000000000,6956734.0000000000,53.8729900000,34.3991800000,3.8124290000,277516.1000000000,-481108.8000000000,-3.7257080000,-3.6849740000,569416.8000000000,180188.8000000000,0.0125783000,0.2296657000,7.6856070000,1.5250340000,776093.5000000000,3.3966750000,4.6208330000,1827738.0000000000,1124038.0000000000,0.1199021000,2603832.0000000000,27639410.0000000000,18547390.0000000000,0.4665951000,58146.8100000000,0.2888667000,56758.8300000000,27178.6200000000,0.0000000000,0.8426080000,7.9578830000,1.3534560000,529.0423000000,13891460.0000000000,473.0328000000,10263710.0000000000,569747.3000000000,1224442.0000000000,1.3058320000,0.0358101000,0.0279885000,6.2271500000,6147185.0000000000,10.6323400000,9.0370900000,27.7275600000,12.6873900000,102425.8000000000,69008.1400000000,24.5112300000,318.1008000000,6288408.0000000000,0.9366415000,1.0065330000,14.8540000000,611899.0000000000,2823101.0000000000,1056.3990000000,4675176.0000000000,-278988.2000000000,0.6299353000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,231278.4000000000,0.0322801000,3.7723990000,0.0144803000,0.0547453000,2.3870170000,2.3519130000,7.8621720000,1698.6680000000,1.1669300000,1.1615860000,545.5713000000,14325470.0000000000,467.5260000000,10144200.0000000000,16.4336000000,1.4515730000,491.7874000000,12913220.0000000000,410.0016000000,8896026.0000000000,383.3509000000,8317778.0000000000,38563.8200000000,185.5282000000,102485.6000000000,639.3395000000,151.1444000000,1.4560220000,0.0000000000,35769.3800000000,30024.8400000000,194.4768000000,94.8007000000,11.7971200000,9.6059160000,78.2421000000,8333078.0000000000,5407154.0000000000,0.0882401000,108.1894000000,15.7386300000,36653.5400000000,30457.9000000000,126534.9000000000,102918.9000000000,105171.7000000000,2.0000000000,0.9908333000
2028,38.3721900000,-6.0559360000,7.1977390000,72387.3700000000,1.2535050000,368.4777000000,2.9408940000,640672.7000000000,0.0927072000,0.1967257000,1.2701360000,0.0263668000,5.7153600000,0.8502681000,0.8920870000,0.6500000000,3609163.0000000000,57171.3600000000,57171.7200000000,443218.3000000000,443220.5000000000,852914.7000000000,852919.3000000000,26606.1600000000,30.7957900000,0.0341637000,0.4397659000,-12073.8000000000,-12073.9200000000,-1.2315420000,-1.2315420000,153597.9000000000,573481.4000000000,0.5120000000,9904927.0000000000,7482995.0000000000,52.7561700000,34.3991500000,3.8124220000,298684.2000000000,-526261.7000000000,-3.7102190000,-3.6007250000,621561.7000000000,193479.7000000000,0.0125783000,0.1814232000,6.7403350000,1.5757570000,832828.6000000000,3.3268410000,4.6208330000,1884748.0000000000,1228274.0000000000,0.1199021000,2717576.0000000000,29628240.0000000000,19158040.0000000000,0.4665951000,58349.8600000000,0.2906082000,56947.5300000000,27268.9100000000,0.0000000000,0.8426080000,7.9578550000,1.3991500000,557.9988000000,14846170.0000000000,489.0312000000,10610870.0000000000,620611.1000000000,1336565.0000000000,1.3596770000,0.0358101000,0.0279885000,6.4473180000,6500996.0000000000,10.9584000000,9.2490820000,27.5051200000,13.0230100000,103043.3000000000,69249.1100000000,25.1395300000,318.0977000000,6910710.0000000000,0.9750251000,1.0063370000,14.8541400000,646108.4000000000,3082902.0000000000,1115.7670000000,4982337.0000000000,-261391.4000000000,0.6299342000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,256273.6000000000,0.0324626000,3.8053010000,0.0153511000,0.0547453000,2.4033780000,2.3680340000,8.0103290000,1754.1670000000,1.1904790000,1.1848180000,578.1428000000,15382160.0000000000,485.6390000000,10537200.0000000000,17.1635000000,1.4998580000,533.1147000000,14184100.0000000000,435.8554000000,9456995.0000000000,404.9829000000,8787141.0000000000,39399.7000000000,190.3468000000,105519.6000000000,651.9929000000,153.5128000000,1.4966110000,0.0000000000,37727.8900000000,31034.5200000000,198.0405000000,98.1525200000,12.1297100000,9.8312480000,80.3119300000,8405863.0000000000,5449338.0000000000,0.0905020000,110.0927000000,15.7584200000,38607.8700000000,31439.9100000000,132758.5000000000,105925.4000000000,108531.4000000000,2.0000000000,0.9908333000
2029,43.7828400000,-5.5666380000,7.6007840000,76700.3300000000,1.2785680000,383.9205000000,3.0548120000,701207.9000000000,0.0927072000,0.1967257000,1.2955310000,0.0270002000,5.9375650000,0.8420417000,0.9074678000,0.6500000000,3932872.0000000000,62287.1800000000,62287.5200000000,482878.2000000000,482880.5000000000,937579.7000000000,937583.9000000000,26941.5200000000,30.7957900000,0.0341637000,0.4568985000,-12738.3900000000,-12738.5700000000,-1.2315420000,-1.2315420000,161860.7000000000,602734.4000000000,0.5120000000,10483700.0000000000,8055529.0000000000,51.9071300000,34.3991100000,3.8124160000,321697.7000000000,-572532.2000000000,-3.6892040000,-3.5206890000,677179.9000000000,207588.9000000000,0.0125783000,0.1435470000,5.9077460000,1.6271280000,891331.8000000000,3.2604990000,4.6208330000,1934006.0000000000,1339118.0000000000,0.1199021000,2825336.0000000000,31653590.0000000000,19808870.0000000000,0.4665951000,58530.4200000000,0.2922463000,57114.3000000000,27348.7700000000,0.0000000000,0.8426074000,7.9578300000,1.4454340000,588.5408000000,15856140.0000000000,505.5731000000,10969810.0000000000,672272.1000000000,1456155.0000000000,1.4128880000,0.0358101000,0.0279885000,6.6671880000,6863908.0000000000,11.2874600000,9.4684980000,27.2782200000,13.3667800000,103624.1000000000,69463.4000000000,25.7846100000,318.0951000000,7563683.0000000000,1.0129700000,1.0061500000,14.8543200000,681849.4000000000,3360338.0000000000,1178.0850000000,5280032.0000000000,-245816.1000000000,0.6299333000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,284942.6000000000,0.0329526000,3.8396700000,0.0160371000,0.0547453000,2.4194760000,2.3838950000,8.1532040000,1811.8820000000,1.2144960000,1.2085080000,612.5817000000,16503870.0000000000,504.3915000000,10944050.0000000000,17.9063100000,1.5487550000,576.0306000000,15519130.0000000000,461.8226000000,10020440.0000000000,427.2886000000,9271124.0000000000,40236.2500000000,195.0831000000,108635.7000000000,664.7308000000,155.9582000000,1.5379130000,0.0000000000,39797.5900000000,32081.6300000000,201.6647000000,101.5000000000,12.4680300000,10.0644900000,82.4320900000,8477661.0000000000,5490794.0000000000,0.0928244000,112.0240000000,15.7780900000,40670.6300000000,32457.0300000000,139281.5000000000,109011.1000000000,112010.6000000000,2.0000000000,0.9908333000
